headlines,headline_text
"['nearly', 'one', 'fifth', 'of', 'jdus', 'candidates', 'in', 'bihar', 'elections', 'are', 'women']",nearly one fifth of jdus candidates in bihar elections are women
"['north', 'korea', 'may', 'show', 'newly', 'developed', 'powerful', 'missiles', 'at', 'weekend', 'military', 'parade']",north korea may show newly developed powerful missiles at weekend military parade
"['indian', 'air', 'forces', 'advanced', 'light', 'chopper', 'makes', 'precautionary', 'landing', 'in', 'saharanpur']",indian air forces advanced light chopper makes precautionary landing in saharanpur
"['add', 'tata', 'consultancy', 'services', 'target', 'price', 'rs', '3070', 'hdfc', 'securities']",add tata consultancy services target price rs 3070 hdfc securities
"['open', 'nps', 'account', 'from', 'home', 'pfrda', 'allows', 'onboarding', 'subscribers', 'via', 'video', 'kyc']",open nps account from home pfrda allows onboarding subscribers via video kyc
"['icea', 'forms', 'panel', 'to', 'focus', 'on', 'tech', 'gaps', 'in', 'electronics', 'manufacturing', 'sector']",icea forms panel to focus on tech gaps in electronics manufacturing sector
"['cm', 'yogi', 'adityanath', 'inaugurates', 'ups', 'biggest', 'oxygen', 'plant', 'to', 'aid', 'medical', 'supplies']",cm yogi adityanath inaugurates ups biggest oxygen plant to aid medical supplies
"['kotak', 'securities', 'sees', 'contra', 'opportunity', 'in', 'this', 'falling', 'sector']",kotak securities sees contra opportunity in this falling sector
"['rising', 'demand', 'lifts', 'refined', 'soya', 'oil', 'futures']",rising demand lifts refined soya oil futures
"['nikkei', 'rides', 'wall', 'street', 'gains', 'on', 'renewed', 'us', 'stimulus', 'hopes']",nikkei rides wall street gains on renewed us stimulus hopes
"['boj', 'offers', 'brighter', 'view', 'on', 'regional', 'japan', 'signals', 'policy', 'status', 'quo']",boj offers brighter view on regional japan signals policy status quo
"['coriander', 'futures', 'rise', 'on', 'spot', 'demand']",coriander futures rise on spot demand
"['us', 'vice', 'presidential', 'debate', 'reinforces', 'concerns', 'of', 'policy', 'deadlock']",us vice presidential debate reinforces concerns of policy deadlock
"['india', 'should', 'continue', 'critical', 'reforms', 'to', 'reverse', 'covid', '19', 'impact', 'on', 'economy', 'says', 'world', 'bank']",india should continue critical reforms to reverse covid 19 impact on economy says world bank
"['head', 'of', 'afghan', 'peace', 'council', 'abdullah', 'abdullah', 'meets', 'pm', 'narendra', 'modi']",head of afghan peace council abdullah abdullah meets pm narendra modi
"['democrats', 'flay', 'donald', 'trump', 'for', 'announcing', 'new', 'curbs', 'on', 'h', '1b', 'visas', 'sans', 'public', 'scrutiny']",democrats flay donald trump for announcing new curbs on h 1b visas sans public scrutiny
"['combined', 'fiscal', 'deficit', 'of', 'centre', 'states', 'may', 'go', 'up', 'to', '14', 'in', 'this', 'fiscal', 'former', 'rbi', 'governor', 'rangarajan']",combined fiscal deficit of centre states may go up to 14 in this fiscal former rbi governor rangarajan
"['mukesh', 'ambani', 'ranks', 'as', 'indias', 'richest', 'for', '13th', 'year', 'in', 'forbes', 'list']",mukesh ambani ranks as indias richest for 13th year in forbes list
"['guar', 'gum', 'futures', 'gain', 'on', 'spot', 'demand']",guar gum futures gain on spot demand
"['european', 'shares', 'near', '3', 'week', 'high', 'on', 'us', 'stimulus', 'hopes']",european shares near 3 week high on us stimulus hopes
"['cottonseed', 'oil', 'cake', 'futures', 'rise', 'on', 'fresh', 'bets']",cottonseed oil cake futures rise on fresh bets
"['brinda', 'karat', 'urges', 'hc', 'to', 'order', 'lodging', 'of', 'fir', 'against', 'anurag', 'thakur', 'pravesh', 'verma', 'for', 'hate', 'speech']",brinda karat urges hc to order lodging of fir against anurag thakur pravesh verma for hate speech
"['titan', 'exits', 'joint', 'venture', 'with', 'german', 'luxury', 'brand', 'montblanc', 'in', 'india']",titan exits joint venture with german luxury brand montblanc in india
"['uk', 'parliament', 'committee', 'says', 'huawei', 'colludes', 'with', 'the', 'chinese', 'state']",uk parliament committee says huawei colludes with the chinese state
"['toyota', 'kirloskar', 'ties', 'up', 'with', 'myles', 'to', 'expand', 'car', 'subscription', 'service']",toyota kirloskar ties up with myles to expand car subscription service
"['indian', 'real', 'estate', 'sector', 'headed', 'for', 'major', 'consolidation']",indian real estate sector headed for major consolidation
"['nirogstreet', 'raises', '2', 'million', 'funding', 'aims', 'to', 'boost', 'tech', 'led', 'ayurveda', 'platform']",nirogstreet raises 2 million funding aims to boost tech led ayurveda platform
"['the', 'million', 'dollar', 'dinosaur', 't', 'rex', 'fossil', 'fetches', 'record', 'breaking', '31', '8', 'mn', 'at', 'ny', 'auction']",the million dollar dinosaur t rex fossil fetches record breaking 31 8 mn at ny auction
"['high', 'level', 'chinese', 'delegation', 'to', 'visit', 'colombo', 'as', 'sri', 'lanka', 'struggles', 'to', 'boost', 'foreign', 'reserves']",high level chinese delegation to visit colombo as sri lanka struggles to boost foreign reserves
"['uber', 'partners', 'with', 'lithium', 'urban', 'technologies', 'to', 'onboard']",uber partners with lithium urban technologies to onboard
"['why', 'eicher', 'motors', 'would', 'be', 'a', 'better', 'pick', 'than', 'hero', 'or', 'bajaj', 'auto']",why eicher motors would be a better pick than hero or bajaj auto
"['itc', 'launches', 'subscription', 'shopping', 'in', 'its', 'e', 'store']",itc launches subscription shopping in its e store
"['ngo', 'moves', 'sc', 'seeks', 'transfer', 'of', 'probe', 'into', 'hathras', 'incident', 'to', 'cbi']",ngo moves sc seeks transfer of probe into hathras incident to cbi
"['bmw', 'motorrad', 'unveils', 'updated', 'version', 'of', 'g', '310', 'r', 'g', '310', 'gs', 'starting', 'at', 'rs', '2', '45', 'lakh']",bmw motorrad unveils updated version of g 310 r g 310 gs starting at rs 2 45 lakh
"['passenger', 'vehicle', 'retail', 'sales', 'rise', '10', 'in', 'september', 'fada']",passenger vehicle retail sales rise 10 in september fada
"['india', 'worlds', 'largest', 'emitter', 'of', 'sulphur', 'dioxide', 'emissions', 'see', 'drop', 'in', '2019', 'report']",india worlds largest emitter of sulphur dioxide emissions see drop in 2019 report
"['prince', 'william', 'launches', 'most', 'prestigious', 'environment', 'prize']",prince william launches most prestigious environment prize
"['buy', 'tata', 'communications', 'target', 'price', 'rs', '880', 'icici', 'direct']",buy tata communications target price rs 880 icici direct
"['ahead', 'of', 'the', 'festive', 'season', 'amazon', 'opens', 'one', 'of', 'its', 'largest', 'fulfillment', 'centres', 'in', 'india']",ahead of the festive season amazon opens one of its largest fulfillment centres in india
"['imd', 'reviews', 'preparedness', 'says', 'will', 'release', 'impact', 'based', 'cyclone', 'warnings', 'this', 'season']",imd reviews preparedness says will release impact based cyclone warnings this season
"['paytm', 'first', 'games', 'relisted', 'on', 'google', 'play', 'store', 'after', 'weeks']",paytm first games relisted on google play store after weeks
"['ongoing', 'process', 'of', 'modernisation', 'with', 'induction', 'of', 'rafale', 'will', 'transform', 'iaf', 'president']",ongoing process of modernisation with induction of rafale will transform iaf president
"['judges', 'fracking', 'and', 'a', 'fly', 'six', 'takeaways', 'from', 'the', 'us', 'vice', 'presidential', 'debate']",judges fracking and a fly six takeaways from the us vice presidential debate
"['covid', '19', 'cases', 'in', 'india', 'cross', '68', 'lakh', 'mark']",covid 19 cases in india cross 68 lakh mark
"['zydus', 'cadila', 'launches', 'new', 'product', 'for', 'copd', 'patients', 'in', 'india']",zydus cadila launches new product for copd patients in india
"['likhitha', 'infrastructure', 'ipo', 'subscribed', '9', '44', 'times', 'issue', 'closes', 'on', 'wednesday']",likhitha infrastructure ipo subscribed 9 44 times issue closes on wednesday
"['buy', 'bandhan', 'bank', 'target', 'price', 'rs', '390', 'emkay', 'global']",buy bandhan bank target price rs 390 emkay global
"['20', 'subsidy', 'for', 'charging', 'infrastructure', 'likely', 'in', 'karnataka']",20 subsidy for charging infrastructure likely in karnataka
"['infosys', 'to', 'acquire', 'blue', 'acorn', 'ici', 'for', 'up', 'to', '125', 'mn']",infosys to acquire blue acorn ici for up to 125 mn
"['postpone', 'mpsc', 'exam', '2020', 'demands', 'bjp', 'mp', 'sambhaji', 'chhatrapati']",postpone mpsc exam 2020 demands bjp mp sambhaji chhatrapati
"['delhi', 'katra', 'vande', 'bharat', 'train', 'to', 'resume', 'soon', 'union', 'minister', 'jitendra', 'singh']",delhi katra vande bharat train to resume soon union minister jitendra singh
"['industry', 'hails', 'pli', 'scheme', 'bats', 'for', 'an', 'msme', 'targeted', 'plan']",industry hails pli scheme bats for an msme targeted plan
"['buy', 'dlf', 'target', 'price', 'rs', '209', 'icici', 'securities']",buy dlf target price rs 209 icici securities
"['leading', 'electronic', 'brands', 'to', 'offer', 'big', 'discounts', 'to', 'clear', 'out', 'inventory']",leading electronic brands to offer big discounts to clear out inventory
"['here', 'are', 'the', 'guidelines', 'issued', 'by', 'the', 'dgca', 'for', 'the', 'refund', 'of', 'airline', 'tickets', 'booked', 'during', 'the', 'lockdown', 'period']",here are the guidelines issued by the dgca for the refund of airline tickets booked during the lockdown period
"['india', 'declines', 'proposal', 'to', 'test', 'sputnik', 'v', 'covid', '19', 'vaccine', 'in', 'large', 'study']",india declines proposal to test sputnik v covid 19 vaccine in large study
"['amazon', 'sends', 'legal', 'notice', 'to', 'future', 'group', 'for', 'breaching', 'non', 'compete', 'contract']",amazon sends legal notice to future group for breaching non compete contract
"['investors', 'eye', 'discounted', 'us', 'healthcare', 'sector', 'as', 'bidens', 'lead', 'in', 'polls', 'grows']",investors eye discounted us healthcare sector as bidens lead in polls grows
"['buy', 'tcs', 'target', 'price', 'rs', '3350', 'icici', 'securities']",buy tcs target price rs 3350 icici securities
"['buy', 'oil', 'and', 'natural', 'gas', 'corporation', 'target', 'price', 'rs', '124', 'icici', 'securities']",buy oil and natural gas corporation target price rs 124 icici securities
"['tcs', 'shares', 'rally', 'over', '4', 'post', 'q2', 'results']",tcs shares rally over 4 post q2 results
"['franklin', 'defends', 'investment', 'decisions', 'says', 'employees', 'still', 'hold', 'investments', 'in', 'shut', 'schemes']",franklin defends investment decisions says employees still hold investments in shut schemes
"['hold', 'honeywell', 'automation', 'target', 'price', 'rs', '31400', 'icici', 'securities']",hold honeywell automation target price rs 31400 icici securities
"['buy', 'phoenix', 'mills', 'target', 'price', 'rs', '780', 'icici', 'securities']",buy phoenix mills target price rs 780 icici securities
"['a', 'short', 'term', 'offering', 'for', 'your', 'core', 'allocation', 'idfc', 'bond', 'fund', 'stp']",a short term offering for your core allocation idfc bond fund stp
"['jet', 'airways', 'shares', 'hit', 'upper', 'circuit', 'heres', 'why']",jet airways shares hit upper circuit heres why
"['titan', 'exits', 'five', 'year', 'old', 'joint', 'venture', 'with', 'luxury', 'pen', 'maker', 'mont', 'blanc']",titan exits five year old joint venture with luxury pen maker mont blanc
"['facebook', 'bans', 'militarized', 'calls', 'for', 'poll', 'watching', 'but', 'wont', 'pull', 'army', 'for', 'trump', 'video']",facebook bans militarized calls for poll watching but wont pull army for trump video
"['cepi', 'labs', 'to', 'help', 'improve', 'vaccine', 'evaluation']",cepi labs to help improve vaccine evaluation
"['amazon', 'fights', 'for', 'its', 'rights', 'in', 'the', 'future', 'retail', 'reliance', 'deal', 'sends', 'legal', 'notice', 'to', 'the', 'kishore', 'biyani', 'group']",amazon fights for its rights in the future retail reliance deal sends legal notice to the kishore biyani group
"['42nd', 'gst', 'council', 'meeting', 'begins', 'opposition', 'fms', 'to', 'resist', 'move', 'on', 'borrowing', 'by', 'states']",42nd gst council meeting begins opposition fms to resist move on borrowing by states
"['buy', 'bandhan', 'bank', 'target', 'price', 'rs', '425', 'motilal', 'oswal']",buy bandhan bank target price rs 425 motilal oswal
"['fact', 'checking', 'claims', 'from', 'the', 'pence', 'harris', 'vice', 'presidential', 'debate']",fact checking claims from the pence harris vice presidential debate
"['son', 'overhauls', 'softbank', 'world', 'to', 'showcase', 'ceos', 'of', 'microsoft', 'ibm']",son overhauls softbank world to showcase ceos of microsoft ibm
"['buy', 'titan', 'company', 'target', 'price', 'rs', '1400', 'motilal', 'oswal']",buy titan company target price rs 1400 motilal oswal
"['neutral', 'on', 'tcs', 'target', 'price', 'rs', '2900', 'motilal', 'oswal']",neutral on tcs target price rs 2900 motilal oswal
"['rupee', 'opens', '3', 'paise', 'up', 'at', '73', '30', 'against', 'dollar']",rupee opens 3 paise up at 73 30 against dollar
"['up', '123', 'since', 'march', 'this', 'stock', 'in', 'analysts', 'favourite', 'bet', 'in', 'realty']",up 123 since march this stock in analysts favourite bet in realty
"['buy', 'prism', 'johnson', 'target', 'price', 'rs', '70', 'iifl']",buy prism johnson target price rs 70 iifl
"['crypto', 'exchange', 'unocoin', 'raises', 'undisclosed', 'funding', 'from', 'tim', 'draper']",crypto exchange unocoin raises undisclosed funding from tim draper
"['buy', 'page', 'industries', 'target', 'price', 'rs', '22000', 'iifl']",buy page industries target price rs 22000 iifl
"['diversity', 'in', 'teams', 'makes', 'people', 'confident', 'enhances', 'curiosity', 'stephanie', 'hill', 'exec', 'vp', 'lockheed', 'martin']",diversity in teams makes people confident enhances curiosity stephanie hill exec vp lockheed martin
"['buy', 'rbl', 'bank', 'target', 'price', 'rs', '230', 'motilal', 'oswal']",buy rbl bank target price rs 230 motilal oswal
"['low', 'finance', 'options', 'leading', 'to', 'increased', 'home', 'sales', 'emkay']",low finance options leading to increased home sales emkay
"['after', 'tablets', 'hetero', 'working', 'on', 'antiviral', 'medicine', 'favipiravir', 'injections']",after tablets hetero working on antiviral medicine favipiravir injections
"['operating', 'theatres', 'turn', 'to', 'zoom', 'like', 'tech', 'during', 'covid']",operating theatres turn to zoom like tech during covid
"['unsc', 'should', 'not', 'be', 'misused', 'with', 'retaliatory', 'intent', 'to', 'name', 'innocent', 'civilians', 'as', 'terrorists', 'india']",unsc should not be misused with retaliatory intent to name innocent civilians as terrorists india
"['twitter', 'tesla', 'and', 'skype', 'early', 'investor', 'tim', 'draper', 'bets', 'on', 'indian', 'cryptocurrency', 'exchange']",twitter tesla and skype early investor tim draper bets on indian cryptocurrency exchange
"['share', 'market', 'update', '51', 'stocks', 'hit', '52', 'week', 'highs', 'on', 'nsebr']",share market update 51 stocks hit 52 week highs on nsebr
"['president', 'trump', 'betrayed', 'americas', 'friends', 'embraced', 'dictators', 'kamala', 'harris']",president trump betrayed americas friends embraced dictators kamala harris
"['15', 'companies', 'including', 'irctc', 'gmr', 'submit', 'applications', 'to', 'operate', 'passenger', 'trains']",15 companies including irctc gmr submit applications to operate passenger trains
"['six', 'in', '10', 'organisations', 'will', 'upskill', 'employees', 'to', 'bridge', 'capability', 'gap', 'rather', 'than', 'source', 'externally', 'survey']",six in 10 organisations will upskill employees to bridge capability gap rather than source externally survey
"['fly', 'on', 'pences', 'head', 'generates', 'most', 'buzz', 'of', 'vp', 'debate']",fly on pences head generates most buzz of vp debate
"['amazon', 'sends', 'legal', 'notice', 'to', 'future', 'coupons']",amazon sends legal notice to future coupons
"['indian', 'workforce', 'are', 'on', 'the', 'verge', 'of', 'burnout', 'faces', 'most', 'stressful', 'time', 'ever']",indian workforce are on the verge of burnout faces most stressful time ever
"['atmanirbhar', 'bharat', 'could', 'add', '160', 'bn', 'by', '2024', 'to', 'trade', 'earnings']",atmanirbhar bharat could add 160 bn by 2024 to trade earnings
"['indias', 'coronavirus', 'fight', 'people', 'driven', 'gets', 'great', 'strength', 'from', 'covid', 'warriors', 'pm', 'modi']",indias coronavirus fight people driven gets great strength from covid warriors pm modi
"['view', 'hathras', 'backlash', 'could', 'seriously', 'harm', 'bjps', 'hindutva', 'project']",view hathras backlash could seriously harm bjps hindutva project
"['ex', 'cbi', 'chief', 'ends', 'life', 'in', 'shimla']",ex cbi chief ends life in shimla
"['private', 'companies', 'in', 'india', 'can', 'now', 'convert', 'permanent', 'jobs', 'into', 'fixed', 'term', 'contracts']",private companies in india can now convert permanent jobs into fixed term contracts
"['limited', 'data', 'sharing', 'in', 'jio', 'deal', 'fb', 'to', 'cci']",limited data sharing in jio deal fb to cci
"['et', 'womens', 'forum', 'tech', 'leaders', 'believe', 'covid', 'can', 'be', 'an', 'opportunity', 'for', 'women', 'to', 'upskill']",et womens forum tech leaders believe covid can be an opportunity for women to upskill
"['indias', 'dovish', 'rbi', 'faces', 'stubborn', 'inflation', 'decision', 'guide']",indias dovish rbi faces stubborn inflation decision guide
"['investor', 'nerves', 'on', 'show', 'as', 'shocks', 'trigger', 'stock', 'bond', 'swings']",investor nerves on show as shocks trigger stock bond swings
"['nilesh', 'shah', 're', 'elected', 'as', 'chairman', 'of', 'association', 'of', 'mutual', 'funds', 'in', 'india']",nilesh shah re elected as chairman of association of mutual funds in india
"['samsungs', 'profit', 'likely', 'at', '2', 'year', 'high', 'after', 'huawei', 'chip', 'orders', 'phone', 'recovery']",samsungs profit likely at 2 year high after huawei chip orders phone recovery
"['uti', 'amc', 'ipo', 'allotment', 'status', 'heres', 'how', 'to', 'check']",uti amc ipo allotment status heres how to check
"['harris', 'pence', 'clash', 'over', 'trumps', 'coronavirus', 'record', 'at', 'us', 'vp', 'debate']",harris pence clash over trumps coronavirus record at us vp debate
"['inside', 'modi', 'governments', 'blueprint', 'for', 'giving', 'india', 'its', 'own', 'yale', 'oxford', 'and', 'harvard']",inside modi governments blueprint for giving india its own yale oxford and harvard
"['gold', 'steady', 'on', 'u', 's', 'stimulus', 'hopes', 'jobless', 'claims', 'data', 'awaited']",gold steady on u s stimulus hopes jobless claims data awaited
"['citigroup', 'pays', '400', 'million', 'us', 'fine', 'agrees', 'to', 'fix', 'long', 'term', 'lapses']",citigroup pays 400 million us fine agrees to fix long term lapses
"['getting', 'coronavirus', 'a', 'blessing', 'in', 'disguise', 'says', 'us', 'president', 'trump']",getting coronavirus a blessing in disguise says us president trump
"['sanjay', 'shah', 'the', 'unemployed', 'trader', 'who', 'became', 'a', '700', 'million', 'exile']",sanjay shah the unemployed trader who became a 700 million exile
"['president', 'trump', 'fails', 'to', 'block', 'tax', 'return', 'subpoena']",president trump fails to block tax return subpoena
"['reforms', 'to', 'make', 'discoms', 'viable', 'within', '3', 'years', 'singh']",reforms to make discoms viable within 3 years singh
"['restuarants', 'in', 'delhi', 'to', 'open', '24x7', 'soon']",restuarants in delhi to open 24x7 soon
"['centres', 'atmanirbhar', 'bharat', 'campaign', 'shouldnt', 'result', 'in', 'protectionism', 'says', 'raghuram', 'rajan']",centres atmanirbhar bharat campaign shouldnt result in protectionism says raghuram rajan
"['ayurvedic', 'booster', 'shot', 'may', 'help', 'this', 'fmcg', 'company', 'improve', 'its', 'revenue']",ayurvedic booster shot may help this fmcg company improve its revenue
"['delhi', 'hc', 'asks', 'govt', 'if', 'it', 'will', 'challenge', 'tribunal', 'award']",delhi hc asks govt if it will challenge tribunal award
"['continued', 'focus', 'on', 'reforms', 'to', 'trigger', 'faster', 'recovery', 'kotak']",continued focus on reforms to trigger faster recovery kotak
"['dollar', 'yen', 'sold', 'as', 'u', 's', 'stimulus', 'hopes', 'boost', 'sentiment']",dollar yen sold as u s stimulus hopes boost sentiment
"['asian', 'shares', 'at', '1', 'month', 'highs', 'on', 'renewed', 'u', 's', 'stimulus', 'hopes']",asian shares at 1 month highs on renewed u s stimulus hopes
"['rheality', 'tv', 'of', 'bail', 'whistles', 'the', 'end', 'of', 'the', 'first', 'season']",rheality tv of bail whistles the end of the first season
"['revised', 'cost', 'cleared', 'for', 'kolkata', 'east', 'west', 'metro', 'project']",revised cost cleared for kolkata east west metro project
"['countries', 'need', 'to', 'focus', 'on', 'fiscal', 'forbearance', 'amid', 'pandemic', 'says', 'nk', 'singh']",countries need to focus on fiscal forbearance amid pandemic says nk singh
"['up', 'spreading', 'conspiracy', 'theories', 'trying', 'to', 'crack', 'down', 'on', 'opposition', 'media', 'abhishek', 'singhvi']",up spreading conspiracy theories trying to crack down on opposition media abhishek singhvi
"['indian', 'economy', 'picking', 'up', 'pace', 'here', 'are', 'the', 'tell', 'tale', 'signs', 'of', 'an', 'upswing']",indian economy picking up pace here are the tell tale signs of an upswing
"['eu', 'trade', 'pact', 'high', 'priority', 'goyal']",eu trade pact high priority goyal
"['iifl', 'amc', 'steps', 'up', 'pe', 'play', 'with', 'new', 'rs', '1300', 'crore', 'fund']",iifl amc steps up pe play with new rs 1300 crore fund
"['et', 'womens', 'forum', 'countries', 'that', 'dealt', 'with', 'covid', '19', 'more', 'efficiently', 'have', 'women', 'leaders', 'says', 'mahua', 'moitra']",et womens forum countries that dealt with covid 19 more efficiently have women leaders says mahua moitra
"['oil', 'prices', 'rise', 'as', 'hurricane', 'delta', 'approaches', 'u', 's', 'gulf', 'of', 'mexico']",oil prices rise as hurricane delta approaches u s gulf of mexico
"['wall', 'street', 'ends', 'higher', 'on', 'hope', 'that', 'partial', 'coronavirus', 'stimulus', 'deal', 'may', 'occur']",wall street ends higher on hope that partial coronavirus stimulus deal may occur
"['work', 'among', 'people', 'without', 'seeking', 'publicity', 'bhagwat']",work among people without seeking publicity bhagwat
"['sebi', 'serves', 'fresh', 'show', 'cause', 'notice', 'to', 'kotak', 'mutual', 'fund']",sebi serves fresh show cause notice to kotak mutual fund
"['up', 'police', 'files', 'complaint', 'against', 'journalist', '3', 'others']",up police files complaint against journalist 3 others
"['brinda', 'karat', 'moves', 'hc', 'against', 'trial', 'court', 'order', 'refusing', 'fir', 'against', 'thakur', 'verma', 'for', 'hate', 'speech']",brinda karat moves hc against trial court order refusing fir against thakur verma for hate speech
"['ec', 'trims', 'list', 'of', 'star', 'campaigners']",ec trims list of star campaigners
"['govt', 'allows', 'reliance', 'others', 'to', 'sell', 'gas', 'to', 'affiliates', 'marketing', 'freedom', 'to', 'benefit', 'cairn', 'focus']",govt allows reliance others to sell gas to affiliates marketing freedom to benefit cairn focus
"['tourism', 'australias', 'india', 'boss', 'tookover', 'daughters', 'study', 'desk', 'for', 'a', 'functional', 'wfh', 'set', 'up']",tourism australias india boss tookover daughters study desk for a functional wfh set up
"['former', 'cbi', 'chief', 'and', 'nagaland', 'governor', 'ashwani', 'kumar', 'ends', 'life', 'in', 'shimla']",former cbi chief and nagaland governor ashwani kumar ends life in shimla
"['pm', 'likely', 'to', 'address', '20', 'rallies', 'over', '15', 'days']",pm likely to address 20 rallies over 15 days
"['google', 'netflix', 'adobe', 'pay', 'up', '2', 'additional', 'equalisation', 'levy']",google netflix adobe pay up 2 additional equalisation levy
"['rice', 'procurement', 'to', 'rise', '22', 'this', 'year']",rice procurement to rise 22 this year
"['ljp', 'candidates', 'caste', 'lineup', 'to', 'indicate', 'depth', 'of', 'plot']",ljp candidates caste lineup to indicate depth of plot
"['navigating', 'the', 'choppy', 'waters', 'by', 'rupesh', 'patel', 'of', 'tata', 'mutual', 'fund']",navigating the choppy waters by rupesh patel of tata mutual fund
"['dates', 'for', 'bypolls', 'to', '13k', 'panchayat', 'seats', 'in', 'jk', 'soon']",dates for bypolls to 13k panchayat seats in jk soon
"['fadnavis', 'warns', 'as', 'rebels', 'in', 'bihar', 'explore', 'ticket', 'options']",fadnavis warns as rebels in bihar explore ticket options
"['ahead', 'of', 'market', '12', 'things', 'that', 'will', 'decide', 'stock', 'action', 'on', 'thursday']",ahead of market 12 things that will decide stock action on thursday
"['what', 'will', 'the', 'new', 'face', 'of', 'banking', 'look', 'like']",what will the new face of banking look like
"['covid', 'no', 'deterrent', 'hospitals', 'see', 'a', 'rise', 'in', 'patients', 'lining', 'up']",covid no deterrent hospitals see a rise in patients lining up
"['bjp', 'spares', '11', 'seats', 'to', 'associate', 'partner', 'vip', 'from', 'its', 'quota', 'in', 'bihar', 'polls']",bjp spares 11 seats to associate partner vip from its quota in bihar polls
"['br', 'shetty', 'seeks', 'probe', 'by', 'cbi', 'ed', 'into', '6', 'billion', 'fraud', 'in', 'his', 'companies']",br shetty seeks probe by cbi ed into 6 billion fraud in his companies
"['dow', 'jones', 'jumps', 'at', 'open', 'shaking', 'off', 'trumps', 'stimulus', 'shock']",dow jones jumps at open shaking off trumps stimulus shock
"['tech', 'view', 'nifty', 'vulnerable', 'to', 'profit', 'taking', 'upside', 'capped', 'at', '11800']",tech view nifty vulnerable to profit taking upside capped at 11800
"['dgca', 'issues', 'detailed', 'refund', 'guidelines', 'after', 'sc', 'verdict']",dgca issues detailed refund guidelines after sc verdict
"['buy', 'eicher', 'motors', 'target', 'price', 'rs', '2296', 'icici', 'direct']",buy eicher motors target price rs 2296 icici direct
"['wipro', 'gains', '6', 'as', 'board', 'to', 'consider', 'share', 'buyback', 'plan']",wipro gains 6 as board to consider share buyback plan
"['stock', 'market', 'news', 'irctc', 'shares', 'trade', 'flat', 'in', 'early', 'session']",stock market news irctc shares trade flat in early session
"['centres', 'gorkhaland', 'meeting', 'issue', 'makes', 'bjp', 'uncomfortable', 'in', 'bengal']",centres gorkhaland meeting issue makes bjp uncomfortable in bengal
"['did', 'you', 'make', 'any', 'of', 'these', '6', 'money', 'mistakes', 'in', 'coronavirus', 'crisis', 'a', 'financial', 'advisor', 'could', 'have', 'helped']",did you make any of these 6 money mistakes in coronavirus crisis a financial advisor could have helped
"['stock', 'market', 'news', 'vodafone', 'idea', 'shares', 'climb', 'over', '5']",stock market news vodafone idea shares climb over 5
"['sgx', 'nifty', 'up', '10', 'points', 'heres', 'what', 'changed', 'for', 'market', 'while', 'you', 'were', 'sleeping']",sgx nifty up 10 points heres what changed for market while you were sleeping
"['assam', 'govt', 'has', 'decided', 'to', 'increase', 'states', 'forest', 'reserve', 'another', '2000', 'square', 'kilometer']",assam govt has decided to increase states forest reserve another 2000 square kilometer
"['paytm', 'announces', 'rs', '10', 'crore', 'fund', 'for', 'mini', 'app', 'developers', 'on', 'paytm', 'mini', 'app', 'store']",paytm announces rs 10 crore fund for mini app developers on paytm mini app store
"['microsoft', 'reverts', 'changes', 'to', 'resolve', 'accessibility', 'issues', 'with', '365', 'services', 'like', 'teams', 'and', 'outlook']",microsoft reverts changes to resolve accessibility issues with 365 services like teams and outlook
"['stock', 'market', 'news', 'jet', 'airways', 'shares', 'leap', '5']",stock market news jet airways shares leap 5
"['despite', 'covid', '19', 'treatment', 'trump', 'edges', 'back', 'into', 'campaign', 'spotlight']",despite covid 19 treatment trump edges back into campaign spotlight
"['buy', 'just', 'dial', 'target', 'price', 'rs', '444', 'anand', 'rathi']",buy just dial target price rs 444 anand rathi
"['buy', 'sobha', 'target', 'price', 'rs', '288', 'icici', 'securities']",buy sobha target price rs 288 icici securities
"['add', 'oberoi', 'realty', 'target', 'price', 'rs', '412', 'icici', 'securities']",add oberoi realty target price rs 412 icici securities
"['hitachi', 'abb', 'power', 'grids', 'india', 'wins', 'rs', '100', 'cr', 'order', 'from', 'hpcl', 'rajasthan', 'refinery']",hitachi abb power grids india wins rs 100 cr order from hpcl rajasthan refinery
"['buy', 'brigade', 'enterprises', 'target', 'price', 'rs', '272', 'icici', 'securities']",buy brigade enterprises target price rs 272 icici securities
"['india', 'worlds', 'largest', 'emitter', 'of', 'sulphur', 'dioxide', 'emissions', 'see', 'drop', 'in', '2019', 'report']",india worlds largest emitter of sulphur dioxide emissions see drop in 2019 report
"['valli', 'arunachalam', 'files', 'notices', 'against', 'murugappa', 'family', 'members', 'for', 'rejecting', 'her', 'proposal']",valli arunachalam files notices against murugappa family members for rejecting her proposal
"['centers', 'gorkhaland', 'meeting', 'issue', 'makes', 'bjp', 'uncomfortable', 'in', 'bengal']",centers gorkhaland meeting issue makes bjp uncomfortable in bengal
"['office', 'rentals', 'across', 'southern', 'cities', 'remain', 'strong']",office rentals across southern cities remain strong
"['buy', 'bharti', 'airtel', 'target', 'price', 'rs', '700', 'icici', 'direct']",buy bharti airtel target price rs 700 icici direct
"['business', 'valuation', 'how', 'much', 'is', 'your', 'business', 'worth']",business valuation how much is your business worth
"['equities', 'offer', 'the', 'best', 'growth', 'over', 'the', 'long', 'term', 'prateek', 'mehta', 'scripbox']",equities offer the best growth over the long term prateek mehta scripbox
